"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jan 10 16:56:36 IST 2024","Wed Jan 10 16:56:51 IST 2024","14397","chromium","SoftAssertion.spec.js","","","","Assert Attribute Example",""
